start,end
1916.830,1916.850
1918.010,1918.070
1918.620,1918.630
1918.650,1918.660
1918.690,1918.750
1918.830,1918.900
1918.960,1918.980
1918.990,1919.020
1919.070,1919.100
1919.110,1919.140
1919.160,1919.180
1919.190,1919.210
1919.280,1919.400
1919.410,1919.430
1919.600,1919.630
1919.930,1919.950
1920.560,1920.580
1923.010,1923.020
1923.030,1923.050
1923.230,1923.250
1923.440,1923.460
1923.830,1923.840
1923.940,1923.960
1924.060,1924.070
1925.000,1925.020
1925.240,1925.250
1925.860,1925.880
1925.920,1925.940
1927.270,1927.290
1928.520,1928.540
1928.670,1928.690
1929.080,1929.100
1929.860,1929.870
1929.920,1929.950
1930.510,1930.530
1931.390,1931.410
1931.470,1931.570
1931.770,1931.800
1931.980,1932.000
1932.010,1932.040
1932.070,1932.160
1932.270,1932.310
1933.200,1933.220
1933.870,1933.910
1934.320,1934.330
1934.680,1934.700
1935.660,1935.680
1935.850,1935.870
1936.270,1936.280
1936.290,1936.300
1937.010,1937.030
1937.040,1937.080
1937.160,1937.180
1937.230,1937.240
1937.250,1937.270
1937.340,1937.360
1937.400,1937.430
1937.460,1937.490
1937.630,1937.650
1938.140,1938.170
1939.130,1939.160
1939.180,1939.210
1939.300,1939.320
1939.580,1939.610
1939.630,1939.650
1940.290,1940.300
1940.440,1940.470
1942.020,1942.040
1942.310,1942.330
1942.650,1942.670
1945.760,1945.790
1947.450,1947.480
1947.490,1947.510
1948.160,1948.170
1948.210,1948.230
1948.490,1948.520
1948.830,1948.850
1950.110,1950.130
1950.330,1950.340
1951.640,1951.650
1954.270,1954.280
1954.630,1954.640
1954.650,1954.660
1956.550,1956.580
1957.030,1957.050
1957.580,1957.600
1957.880,1957.890
1959.320,1959.340
1959.590,1959.610
1960.330,1960.350
1961.830,1961.840
1963.700,1963.720
1964.190,1964.210
1964.280,1964.310
1965.660,1965.720
1970.270,1970.310
1970.380,1970.420
1970.540,1970.580
1970.970,1970.990
1971.300,1971.350
1971.490,1971.540
1971.790,1971.810
1972.190,1972.210
1972.370,1972.390
1973.520,1973.550
1974.770,1974.830
1974.850,1974.890
1974.980,1975.010
1975.040,1975.070
1976.540,1976.560
1978.540,1978.570
1981.620,1981.640
1981.880,1981.900
1981.950,1981.960
1982.080,1982.100
1982.630,1982.640
1982.650,1982.670
1982.720,1982.740
1982.780,1982.830
1982.880,1982.920
1982.940,1982.970
1982.990,1983.020
1983.180,1983.200
1983.330,1983.350
1983.740,1983.760
1983.970,1983.990
1984.010,1984.030
1984.330,1984.350
1984.610,1984.630
1984.650,1984.670
1985.800,1985.820
1987.670,1987.680
1987.750,1987.770
1988.070,1988.080
1988.290,1988.310
1988.450,1988.470
1990.290,1990.310
1990.350,1990.370
1990.860,1990.880
1991.230,1991.250
1991.600,1991.620
1991.690,1991.710
1991.980,1992.000
1992.370,1992.380
1992.970,1992.980
1993.320,1993.330
1996.560,1996.580
1996.770,1996.830
1996.890,1996.910
1996.950,1996.980
1997.010,1997.050
1997.190,1997.230
1997.250,1997.280
1997.310,1997.340
1997.350,1997.400
1997.440,1997.480
1997.630,1997.680
1997.720,1997.760
1997.770,1997.850
1998.600,1998.610
1999.280,1999.320
1999.490,1999.560
1999.590,1999.620
1999.760,1999.810
2000.720,2000.740
2003.570,2003.590
2007.290,2007.320
2007.480,2007.510
2009.950,2009.980
2011.570,2011.590
2011.620,2011.650
2011.660,2011.670
2011.980,2012.000
2014.030,2014.050
2014.060,2014.080
2014.150,2014.160
2014.200,2014.210
2014.240,2014.260
2014.320,2014.330
2014.580,2014.610
2014.640,2014.650
2014.810,2014.830
2015.140,2015.190
2015.230,2015.240
2015.300,2015.320
2015.370,2015.400
2015.500,2015.520
2015.550,2015.560
2015.580,2015.600
2015.800,2015.820
2015.980,2016.000
2017.510,2017.520
2019.730,2019.740
2020.010,2020.040
2020.190,2020.200
2020.340,2020.370
2020.470,2020.510
2020.530,2020.550
2020.570,2020.610
2020.820,2020.830
2020.890,2020.910
2020.970,2021.030
2021.060,2021.130
2021.140,2021.190
2021.210,2021.250
2021.260,2021.300
2021.340,2021.430
2021.460,2021.540
2021.560,2021.630
2021.640,2021.700
2021.720,2021.740
2021.750,2021.820
2021.960,2021.990
2022.050,2022.090
2024.260,2024.330
2024.410,2024.430
2024.560,2024.600
2024.700,2024.730
2025.510,2025.530
2025.730,2025.760
2027.510,2027.520
2029.080,2029.110
2029.160,2029.190
2030.070,2030.080
2030.190,2030.220
2030.320,2030.360
2030.420,2030.460
2030.580,2030.620
2030.670,2030.710
2030.840,2030.870
2031.050,2031.120
2031.360,2031.390
2031.580,2031.620
2031.680,2031.720
2031.820,2031.850
2031.890,2031.960
2031.980,2032.000
2033.410,2033.430
2033.500,2033.520
2033.820,2033.840
2034.320,2034.340
2034.540,2034.560
2036.070,2036.090
2036.460,2036.490
2036.540,2036.560
2036.860,2036.890
2038.070,2038.100
2038.700,2038.720
2038.980,2039.080
2039.100,2039.120
2039.170,2039.190
2039.240,2039.270
2039.370,2039.390
2040.460,2040.470
2042.220,2042.240
2042.510,2042.530
2042.840,2042.870
2043.290,2043.320
2047.100,2047.130
2048.050,2048.070
2048.080,2048.100
2049.650,2049.670
2049.750,2049.760
2050.020,2050.080
2050.150,2050.180
2050.280,2050.390
2050.630,2050.680
2050.860,2050.890
2051.020,2051.050
2051.070,2051.120
2051.140,2051.200
2051.670,2051.700
2051.710,2051.770
2052.250,2052.270
2053.010,2053.020
2053.040,2053.080
2053.450,2053.460
2053.620,2053.660
2055.410,2055.430
2055.600,2055.620
2055.760,2055.780
2056.400,2056.420
2057.590,2057.620
2057.730,2057.780
2059.640,2059.660
2059.950,2059.960
2062.210,2062.230
2062.890,2062.900
2062.910,2062.920
2062.930,2062.950
2063.200,2063.220
2063.480,2063.500
2064.050,2064.080
2068.200,2068.240
2069.000,2069.010
2069.330,2069.380
2069.520,2069.540
2073.900,2073.920
2074.030,2074.050
2074.190,2074.220
2074.330,2074.360
2074.560,2074.580
2074.650,2074.670
2074.790,2074.800
2075.200,2075.250
2075.350,2075.370
2075.830,2075.850
2076.090,2076.130
2076.500,2076.540
2076.800,2076.820
2076.910,2076.930
2077.840,2077.870
2078.290,2078.300
2078.510,2078.530
2086.030,2086.040
2086.190,2086.200
2086.260,2086.280
2086.300,2086.320
2086.370,2086.410
2086.530,2086.550
2086.560,2086.590
2086.830,2086.850
2086.860,2086.900
2086.910,2086.920
2086.940,2086.960
2087.010,2087.020
2087.060,2087.100
2087.120,2087.220
2087.260,2087.290
2087.310,2087.360
2087.390,2087.410
2087.460,2087.470
2087.560,2087.610
2087.750,2087.760
2087.770,2087.820
2087.840,2087.850
2087.880,2087.900
2094.780,2094.790
2097.120,2097.150
2098.100,2098.130
2098.200,2098.220
2098.310,2098.330
2098.340,2098.350
2098.410,2098.430
2098.500,2098.540
2098.760,2098.790
2098.860,2098.880
2099.210,2099.240
2099.380,2099.390
2099.470,2099.490
2099.510,2099.540
2099.590,2099.620
2099.630,2099.650
2099.680,2099.700
2104.480,2104.500
2104.530,2104.540
2106.220,2106.250
2106.610,2106.620
2106.650,2106.670
2106.720,2106.740
2107.770,2107.790
2110.600,2110.620
2110.680,2110.700
2111.440,2111.470
2112.280,2112.310
2112.470,2112.490
2112.530,2112.550
2113.570,2113.590
2113.650,2113.680
2113.860,2113.880
2115.110,2115.130
2115.280,2115.300
2115.610,2115.630
2116.960,2116.980
2117.560,2117.580
2118.770,2118.790
2118.850,2118.880
2118.910,2118.930
2120.030,2120.050
2120.060,2120.080
2120.220,2120.270
2120.530,2120.560
2120.580,2120.590
2120.910,2120.940
2121.050,2121.060
2121.520,2121.540
2121.570,2121.610
2121.660,2121.710
2121.770,2121.820
2123.840,2123.860
2125.750,2125.760
2126.560,2126.580
2126.770,2126.800
2126.830,2126.860
2127.200,2127.230
2127.580,2127.610
2128.800,2128.820
2128.870,2128.880
2129.230,2129.250
2130.870,2130.890
2132.900,2132.950
2133.000,2133.070
2133.090,2133.160
2133.440,2133.620
2133.640,2134.000
2134.100,2134.110
2134.270,2134.290
2136.230,2136.250
2136.300,2136.320
2136.490,2136.510
2136.880,2136.900
2137.130,2137.180
2137.250,2137.280
2137.330,2137.350
2137.500,2137.520
2137.690,2137.710
2140.760,2140.780
2140.810,2140.830
2141.340,2141.350
2142.040,2142.060
2142.140,2142.170
2142.410,2142.440
2142.650,2142.690
2143.350,2143.370
2143.730,2143.740
2144.250,2144.270
2144.480,2144.500
2145.890,2145.920
2147.110,2147.140
2148.220,2148.230
2148.420,2148.450
2148.840,2148.870
2149.150,2149.180
2149.250,2149.290
2149.490,2149.500
2150.030,2150.040
2150.520,2150.550
2150.660,2150.700
2150.960,2150.990
2151.200,2151.220
2151.270,2151.290
2151.330,2151.380
2151.440,2151.460
2151.510,2151.530
2151.610,2151.690
2151.710,2151.740
2151.780,2151.810
2151.920,2151.930
2151.960,2151.990
2152.140,2152.180
2152.230,2152.250
2152.310,2152.380
2152.420,2152.460
2152.490,2152.530
2152.550,2152.620
2152.750,2152.770
2152.840,2152.870
2152.880,2152.910
2153.200,2153.230
2153.250,2153.280
2153.310,2153.350
2153.400,2153.430
2153.480,2153.500
2153.570,2153.600
2153.630,2153.680
2153.710,2153.730
2153.870,2153.890
2154.800,2154.820
2154.930,2154.950
2156.170,2156.190
2156.560,2156.580
2157.200,2157.220
2157.440,2157.460
2157.970,2158.000
2158.090,2158.110
2162.030,2162.060
2164.130,2164.150
2165.500,2165.520
2165.840,2165.860
2168.790,2168.800
2169.760,2169.780
2172.990,2173.010
2173.450,2173.480
2174.180,2174.210
2174.670,2174.680
2175.090,2175.120
2175.140,2175.160
2175.370,2175.400
2175.860,2175.880
2178.550,2178.570
2179.020,2179.030
2179.220,2179.230
2179.300,2179.330
2179.490,2179.530
2180.110,2180.130
2183.370,2183.400
2183.530,2183.550
2183.630,2183.650
2184.200,2184.210
2184.610,2184.620
2186.320,2186.340
2186.800,2186.820
2188.150,2188.170
2188.310,2188.330
2188.380,2188.400
2188.670,2188.680
2189.760,2189.770
2192.410,2192.420
2196.150,2196.170
2196.400,2196.420
2196.780,2196.790
2196.880,2196.910
2196.990,2197.010
2197.180,2197.190
2197.220,2197.250
2197.270,2197.310
2197.520,2197.550
2197.600,2197.610
2197.690,2197.710
2197.780,2197.810
2199.290,2199.310
2201.130,2201.140
2203.360,2203.370
2205.210,2205.250
2206.790,2206.800
2206.870,2206.880
2208.400,2208.430
2208.630,2208.650
2209.340,2209.370
2212.010,2212.030
2213.300,2213.330
2214.860,2214.880
2215.800,2215.830
2218.300,2218.320
2218.460,2218.490
2219.190,2219.210
2219.850,2219.870
2220.010,2220.040
2220.080,2220.110
2220.720,2220.740
2220.810,2220.820
2221.870,2221.900
2222.860,2222.870
2223.300,2223.320
2224.230,2224.270
2224.370,2224.560
2226.040,2226.050
2226.210,2226.230
2226.290,2226.320
2226.360,2226.380
2226.450,2226.470
2226.540,2226.570
2226.910,2226.920
2227.040,2227.090
2227.800,2227.840
2227.890,2227.950
2228.760,2228.780
2230.240,2230.260
2230.650,2230.690
2231.290,2231.320
2231.670,2231.700
2232.360,2232.400
2232.500,2232.520
2232.900,2232.930
2233.470,2233.490
2234.340,2234.380
2234.530,2234.560
2234.640,2234.650
2234.870,2234.920
2235.590,2235.600
2237.260,2237.280
2237.590,2237.610
2237.630,2237.660
2237.740,2237.760
2237.800,2237.820
2237.910,2237.960
2238.150,2238.170
2238.300,2238.510
2238.520,2238.550
2238.570,2238.610
2238.630,2238.660
2238.690,2238.730
2238.780,2238.810
2238.880,2238.910
2239.000,2239.060
2239.150,2239.180
2239.210,2239.250
2239.310,2239.340
2239.460,2239.620
2239.740,2239.770
2239.800,2239.830
2240.230,2240.250
2240.290,2240.300
2240.400,2240.420
2240.480,2240.490
2241.680,2241.700
2241.760,2241.780
2242.530,2242.560
2242.650,2242.660
2242.880,2242.900
2243.290,2243.310
2243.630,2243.650
2243.670,2243.690
2243.780,2243.800
2244.410,2244.450
2245.340,2245.350
2245.500,2245.540
2246.080,2246.100
2246.130,2246.140
2246.170,2246.190
2246.450,2246.470
2247.880,2247.900
